2023-07-01 10:39:06 - INFO - train data: 218803
2023-07-01 10:39:06 - INFO - val data: 73475
2023-07-01 10:55:23 - INFO - epoch-1, train_loss-0.6044, val_loss-0.4127, val_acc-0.8922, val_sen-0.5854, val_spec-0.8923, val_ap-0.0416, val_bedroc-0.1651, val_auc-0.7909
2023-07-01 12:07:31 - INFO - epoch-34, train_loss-0.0151, val_loss-0.0149, val_acc-0.9980, val_sen-0.1463, val_spec-0.9985, val_ap-0.0158, val_bedroc-0.2186, val_auc-0.6038
2023-07-01 12:09:03 - INFO - epoch-35, train_loss-0.0146, val_loss-0.0139, val_acc-0.9980, val_sen-0.1220, val_spec-0.9985, val_ap-0.0183, val_bedroc-0.2182, val_auc-0.5827
2023-07-01 12:10:32 - INFO - epoch-36, train_loss-0.0144, val_loss-0.0137, val_acc-0.9982, val_sen-0.1220, val_spec-0.9987, val_ap-0.0176, val_bedroc-0.2297, val_auc-0.6033
2023-07-01 12:12:04 - INFO - epoch-37, train_loss-0.0136, val_loss-0.0131, val_acc-0.9982, val_sen-0.1463, val_spec-0.9987, val_ap-0.0251, val_bedroc-0.2383, val_auc-0.6297
2023-07-01 12:13:29 - INFO - epoch-38, train_loss-0.0131, val_loss-0.0137, val_acc-0.9983, val_sen-0.1463, val_spec-0.9987, val_ap-0.0206, val_bedroc-0.2226, val_auc-0.5666
2023-07-01 12:15:01 - INFO - epoch-39, train_loss-0.0131, val_loss-0.0158, val_acc-0.9976, val_sen-0.1463, val_spec-0.9980, val_ap-0.0186, val_bedroc-0.2544, val_auc-0.6026
2023-07-01 12:16:26 - INFO - epoch-40, train_loss-0.0118, val_loss-0.0121, val_acc-0.9984, val_sen-0.1220, val_spec-0.9988, val_ap-0.0200, val_bedroc-0.2213, val_auc-0.5660
2023-07-01 12:18:02 - INFO - epoch-41, train_loss-0.0116, val_loss-0.0113, val_acc-0.9984, val_sen-0.1220, val_spec-0.9988, val_ap-0.0359, val_bedroc-0.2365, val_auc-0.6027
2023-07-01 12:19:27 - INFO - epoch-42, train_loss-0.0116, val_loss-0.0133, val_acc-0.9981, val_sen-0.1463, val_spec-0.9986, val_ap-0.0166, val_bedroc-0.2207, val_auc-0.5895
2023-07-01 12:20:59 - INFO - epoch-43, train_loss-0.0101, val_loss-0.0110, val_acc-0.9985, val_sen-0.1220, val_spec-0.9990, val_ap-0.0178, val_bedroc-0.2325, val_auc-0.5624
2023-07-01 12:22:33 - INFO - epoch-44, train_loss-0.0099, val_loss-0.0141, val_acc-0.9981, val_sen-0.1463, val_spec-0.9986, val_ap-0.0210, val_bedroc-0.2188, val_auc-0.5919
2023-07-01 12:24:01 - INFO - epoch-45, train_loss-0.0085, val_loss-0.0120, val_acc-0.9984, val_sen-0.0976, val_spec-0.9989, val_ap-0.0166, val_bedroc-0.2048, val_auc-0.5593
2023-07-01 12:25:38 - INFO - epoch-46, train_loss-0.0097, val_loss-0.0097, val_acc-0.9986, val_sen-0.0976, val_spec-0.9991, val_ap-0.0174, val_bedroc-0.1791, val_auc-0.5107
2023-07-01 12:27:07 - INFO - epoch-47, train_loss-0.0092, val_loss-0.0107, val_acc-0.9984, val_sen-0.0976, val_spec-0.9989, val_ap-0.0209, val_bedroc-0.2415, val_auc-0.5839
2023-07-01 12:28:47 - INFO - epoch-48, train_loss-0.0093, val_loss-0.0079, val_acc-0.9988, val_sen-0.0732, val_spec-0.9993, val_ap-0.0161, val_bedroc-0.1840, val_auc-0.5611
2023-07-01 12:30:21 - INFO - epoch-49, train_loss-0.0094, val_loss-0.0101, val_acc-0.9986, val_sen-0.0976, val_spec-0.9991, val_ap-0.0163, val_bedroc-0.2336, val_auc-0.6308
2023-07-01 12:32:00 - INFO - epoch-50, train_loss-0.0088, val_loss-0.0168, val_acc-0.9977, val_sen-0.1463, val_spec-0.9982, val_ap-0.0206, val_bedroc-0.2395, val_auc-0.6679
2023-07-01 12:33:31 - INFO - epoch-51, train_loss-0.0082, val_loss-0.0097, val_acc-0.9985, val_sen-0.0732, val_spec-0.9990, val_ap-0.0182, val_bedroc-0.2184, val_auc-0.5787
2023-07-01 12:35:10 - INFO - epoch-52, train_loss-0.0086, val_loss-0.0098, val_acc-0.9984, val_sen-0.0976, val_spec-0.9989, val_ap-0.0210, val_bedroc-0.2321, val_auc-0.5841
2023-07-01 12:36:37 - INFO - epoch-53, train_loss-0.0087, val_loss-0.0088, val_acc-0.9987, val_sen-0.0732, val_spec-0.9992, val_ap-0.0176, val_bedroc-0.2022, val_auc-0.6168
2023-07-01 12:38:15 - INFO - epoch-54, train_loss-0.0078, val_loss-0.0100, val_acc-0.9985, val_sen-0.0976, val_spec-0.9990, val_ap-0.0195, val_bedroc-0.2145, val_auc-0.6103
2023-07-01 12:39:51 - INFO - epoch-55, train_loss-0.0083, val_loss-0.0093, val_acc-0.9986, val_sen-0.0732, val_spec-0.9991, val_ap-0.0248, val_bedroc-0.2388, val_auc-0.6363
2023-07-01 12:39:51 - INFO - early stop in epoch 55
2023-07-01 12:39:51 - INFO - best_bedroc: 0.2544
